video_id,author,description,likes,comments,shares,plays,hashtags,music,create_time,video_url
7505416910901710103,thesecretscout,"Watched Manchester United U15s v Chelsea and Wayne Rooney son Kai was in great form, playing more as a winger unlike his Dad. He is a left footed winger who likes to cut in and shoot. In this game he scored 2 and assisted once.  #mufc #manchesterunited #manutd ",89900,229,436,1700000,"mufc, manchesterunited, manutd",original sound,2025-05-17 14:10:56,https://www.tiktok.com/@thesecretscout/video/7505416910901710103
7506994724935322922,yahoosports,SGA has won the 2024-25 NBA MVP Award 😤 #shaigilgeousalexander #mvp #nbamvp #oklahomacitythunder #nbaplayoffs ,84600,1072,629,1400000,"shaigilgeousalexander, mvp, nbamvp, oklahomacitythunder, nbaplayoffs",Feeling Good,2025-05-21 20:13:46,https://www.tiktok.com/@yahoosports/video/7506994724935322922
7505918182671142175,jcandsondraa,No hay mejor felicidad que esto ❤️,69800,168,651,1200000,,Me gustas tu x Missili,2025-05-18 22:36:28,https://www.tiktok.com/@jcandsondraa/video/7505918182671142175
7507598509088967938,vadim_superpapa,Бабушка решила всех удивить 😱😱,145000,3136,1721,7500000,,оригинальный звук,2025-05-23 11:16:38,https://www.tiktok.com/@vadim_superpapa/video/7507598509088967938
7506604742873861418,dallasdidityall,What TF did i just witness/watch/see ? #demon #shapeshifter ,36200,2415,31300,295700,"demon, shapeshifter",original sound,2025-05-20 19:01:05,https://www.tiktok.com/@dallasdidityall/video/7506604742873861418
7504641065522056470,sparklingjupp,Give me The Kick #drinking #fast  (Dont try this at Home),89800,548,6164,3000000,"drinking, fast",Originalton,2025-05-15 12:00:13,https://www.tiktok.com/@sparklingjupp/video/7504641065522056470
7496934223979334934,nataliexxxreynolds,wait for it… #fyp ,191800,4860,6235,4700000,fyp,оригинальный звук,2025-04-24 17:33:44,https://www.tiktok.com/@nataliexxxreynolds/video/7496934223979334934
7506647319161572654,amiraredeaux752,Note To Self: Do your research next time 😩😭 #baytobreakers #sanfrancisco #iwasnotready #15k #fyp #viral ,28100,910,704,451200,"baytobreakers, sanfrancisco, iwasnotready, 15k, fyp, viral",original sound,2025-05-20 21:46:16,https://www.tiktok.com/@amiraredeaux752/video/7506647319161572654
7506264529366486314,hoopvisiontv,"If you can’t open the pickle jar, don’t even try this 😭 Who’s got the strongest grip in your squad #hoopvision #gripstrength #timberwolves ",42600,306,458,1200000,"hoopvision, gripstrength, timberwolves",original sound,2025-05-19 21:00:47,https://www.tiktok.com/@hoopvisiontv/video/7506264529366486314
7505865817159142658,lemifn,"In response to declining birth rates and shrinking student populations, some rural schools in South Korea have enrolled elderly women-particularly grandmothers who never had the opportunity to learn to read or write-to keep their classrooms open. For example, Bangrim Primary School in Gangwon Province, which once had nearly 700 students, saw its enrollment drop to just 22. To prevent closure, the school began admitting elderly women like 72-year-old Park Go-ee, who now attends classes alongside much younger students to learn the literacy skills she missed earlier in life. This initiative not only helps sustain rural schools but also offers lifelong learning opportunities for seniors, enhancing their social inclusion and mental well-being. Studies have shown that literacy education for rural seniors in South Korea is positively linked to greater social inclusion and improved mental health. As South Korea continues to grapple with one of the world's lowest fertility rates, such innovative approaches serve a dual purpose: preserving educational institutions in rural areas and empowering elderly citizens through education. #fyp #blowup #story #school ",273500,881,13200,1100000,"fyp, blowup, story, school",som original,2025-05-18 19:12:53,https://www.tiktok.com/@lemifn/video/7505865817159142658
7506204591000784159,777.arp,They be on there phones the whole time too😭 #fyp #az #work ,178800,321,20600,969800,"fyp, az, work",El Taquicardio,2025-05-19 17:07:58,https://www.tiktok.com/@777.arp/video/7506204591000784159
7504416895236377902,mochithemaltipoo_,This tiny thief 🥴  . . . #maltipoo #maltipoosoftiktok #dogsoftiktok #puppy #pet #petsoftiktok #fyp #fypシ ,358100,936,43800,1400000,"maltipoo, maltipoosoftiktok, dogsoftiktok, puppy, pet, petsoftiktok, fyp, fypシ",Originalton,2025-05-14 21:30:28,https://www.tiktok.com/@mochithemaltipoo_/video/7504416895236377902
7507435766222523678,eggywhen,Girls can dream #tan #beautytok ,149300,602,8334,582100,"tan, beautytok",original sound,2025-05-23 00:45:22,https://www.tiktok.com/@eggywhen/video/7507435766222523678
7507127655590907166,dianamrealtor,"Send this video to the person you’d want to live here with! ♥️😍 This home in Cypress, Tx is definitely one of a kind! New construction home, almost 2 acres, pickleball court, and a pool 🐶 Diana Mejia Houston Realtor Message me to schedule a tour! 832 805 2367 or click the link in my bio #farmhouse #luxuryhomes #farmhousehouston #homeswithland #acreage #cypresstx #katytx #magnoliatx #woodlandstx ",202600,201,24600,866600,,original sound,2025-05-22 04:50:04,https://www.tiktok.com/@dianamrealtor/video/7507127655590907166
7506299461753146670,evryjewels,Wait until this answer … #fyp #college ,28200,38,84,1700000,"fyp, college",original sound,2025-05-19 23:16:06,https://www.tiktok.com/@evryjewels/video/7506299461753146670
7506397188663053624,timethegames,Вкусно поиграли с @pizzasushimarket__mog #игры #настольныеигры #boardgame #настолки #суши ,118000,265,3165,3700000,"игры, настольныеигры, boardgame, настолки, суши",Funny,2025-05-20 05:34:58,https://www.tiktok.com/@timethegames/video/7506397188663053624
7507289245648702763,respectmy_greyhairs,if one gets it then they all gone get it #mcdonaldsmoney #fyp #ifonegotheyallgo #respectmygreyhairs ,34800,6238,2891,536500,"mcdonaldsmoney, fyp, ifonegotheyallgo, respectmygreyhairs",Affirmations,2025-05-22 15:16:42,https://www.tiktok.com/@respectmy_greyhairs/video/7507289245648702763
7507830406314773806,nottacobellqween,officially moved all the remaining things out today - onto new beginnings 🩷💍 #newbeginnings ,42800,314,65,354700,newbeginnings,always remember you,2025-05-24 02:17:05,https://www.tiktok.com/@nottacobellqween/video/7507830406314773806
7506754524212776198,ayala25sofy,"El TikTok más doloroso y fuerte que he hecho… fue duro pasar por ese proceso sola…  me casé pensando que iba hacer para toda la vida, ahora soy mamá soltera y estoy muy feliz…  Hice este video para ver todo lo que supere un día y ahora soy más fuerte que nunca.  #matrimonio #divorcio #elsalvador #infidelidad #problemas #relacionestoxicas #mujeresfuertes ",147600,12200,2863,2700000,"matrimonio, divorcio, elsalvador, infidelidad, problemas, relacionestoxicas, mujeresfuertes",original sound,2025-05-21 04:41:35,https://www.tiktok.com/@ayala25sofy/video/7506754524212776198
