ID,total_engagement,plays,engagement_rate_per_play
7506183500660313390,46788,686000.0,0.06820408163265305
7507316543605280030,286953,1200000.0,0.2391275
7507286333505719582,38561,416100.0,0.09267243451093488
7506662216574209310,111059,725800.0,0.15301598236428768
7506628206280363310,79520,362100.0,0.2196078431372549
